ID;date;route_id;route_name;route_type;trip_id;departure_time;arrival_time;duration_minutes;num_passengers;num_complaints
3065;20210702;4-44-s21-1;44;3;47.T0.4-44-s21-1.14.H;16:09:30;16:10:00;1;0;0
3066;20210702;4-43-s21-1;43;3;55.T0.4-43-s21-1.1.R;16:38:00;16:46:00;8;11;1
3067;20210702;4-44-s21-1;44;3;86.T0.4-44-s21-1.7.R;17:01:00;17:08:00;7;9;0
3068;20210702;4-44-s21-1;44;3;5.T0.4-44-s21-1.2.H;17:11:00;17:20:00;9;11;1
3069;20210702;4-44-s21-1;44;3;11.T0.4-44-s21-1.7.R;17:30:00;17:45:00;15;12;1
3072;20210705;4-15-s21-1;15;3;45.T0.4-15-s21-1.12.H;05:58:00;06:01:00;3;3;0
3073;20210705;4-15-s21-1;15;3;27.T0.4-15-s21-1.11.R;06:04:00;06:08:00;4;10;0
3074;20210705;4-17-s21-1;17;3;317.T0.4-17-s21-1.7.R;06:17:00;06:20:00;3;4;0
3075;20210705;4-17-s21-1;17;3;47.T0.4-17-s21-1.4.H;06:24:00;06:35:00;11;12;2
3076;20210705;4-17-s21-1;17;3;150.T0.4-17-s21-1.3.R;06:53:00;06:55:00;2;10;0
3077;20210705;4-15-s21-1;15;3;41.T0.4-15-s21-1.8.H;07:00:00;07:01:00;1;32;1
3078;20210705;4-17-s21-1;17;3;3.T0.4-17-s21-1.13.R;07:17:00;07:23:00;6;14;2
3079;20210705;4-17-s21-1;17;3;43.T0.4-17-s21-1.8.H;07:27:00;07:33:00;6;8;0
3080;20210705;4-17-s21-1;17;3;16.T0.4-17-s21-1.11.R;07:34:00;07:44:00;10;13;1
3081;20210705;4-15-s21-1;15;3;37.T0.4-15-s21-1.8.H;07:53:00;07:58:00;5;42;1
3082;20210705;4-15-s21-1;15;3;18.T0.4-15-s21-1.15.R;08:09:00;08:42:00;33;35;1
3083;20210707;4-17-s21-1;17;3;51.T0.4-17-s21-1.8.H;11:59:00;12:03:00;4;6;1
3084;20210707;4-15-s21-1;15;3;53.T0.4-15-s21-1.2.H;12:29:00;12:33:00;4;10;1
3085;20210707;4-17-s21-1;17;3;86.T0.4-17-s21-1.11.R;13:03:00;13:05:00;2;33;0
3086;20210707;4-20-s21-1;20;3;2023.T0.4-20-s21-1.2.H;13:15:00;13:19:00;4;22;1
3087;20210707;4-18-s21-1;18;3;7.T0.4-18-s21-1.6.H;13:20:00;13:27:00;7;22;2
3088;20210707;4-18-s21-1;18;3;20.T0.4-18-s21-1.5.R;13:38:00;13:51:00;13;15;0
3089;20210707;4-17-s21-1;17;3;59.T0.4-17-s21-1.4.H;13:59:00;14:07:00;8;47;1
3090;20210707;4-18-s21-1;18;3;8.T0.4-18-s21-1.6.H;14:22:00;14:27:00;5;29;0
3091;20210707;4-18-s21-1;18;3;21.T0.4-18-s21-1.5.R;14:38:00;14:53:00;15;31;1
3092;20210707;4-44-s21-1;44;3;4.T0.4-44-s21-1.8.H;15:05:00;15:35:00;30;33;0
3093;20210707;4-44-s21-1;44;3;86.T0.4-44-s21-1.7.R;16:46:00;17:13:00;27;13;1
3094;20210708;4-43-s21-1;43;3;124.T0.4-43-s21-1.16.H;15:20:00;15:34:00;14;27;0
3095;20210711;4-43-s21-1;43;3;28.T3.4-43-s21-1.6.H;12:29:00;12:34:00;5;25;1
3096;20210711;4-43-s21-1;43;3;44.T3.4-43-s21-1.15.R;13:03:00;13:07:00;4;16;0
3097;20210711;4-43-s21-1;43;3;29.T3.4-43-s21-1.13.H;13:29:00;14:15:00;46;19;0
3098;20210711;4-43-s21-1;43;3;46.T3.4-43-s21-1.15.R;14:17:00;14:49:30;32;3;0
3099;20210711;4-43-s21-1;43;3;30.T3.4-43-s21-1.6.H;14:50:30;15:01:00;11;5;1
3100;20210711;4-43-s21-1;43;3;107.T3.4-43-s21-1.25.R;15:33:00;15:45:00;12;2;1
3101;20210711;4-43-s21-1;43;3;48.T3.4-43-s21-1.15.R;16:46:00;17:05:00;19;22;0
3102;20210714;4-17-s21-1;17;3;63.T0.4-17-s21-1.8.H;14:55:00;15:10:00;15;28;1
3103;20210714;4-15-s21-1;15;3;96.T0.4-15-s21-1.11.R;15:27:00;15:30:00;3;13;3
3104;20210714;4-17-s21-1;17;3;98.T0.4-17-s21-1.17.R;16:00:00;16:03:00;3;21;0
3105;20210714;4-18-s21-1;18;3;10.T0.4-18-s21-1.6.H;16:18:00;16:22:00;4;34;1
3106;20210714;4-15-s21-1;15;3;100.T0.4-15-s21-1.15.R;16:30:00;16:35:00;5;23;0
3107;20210715;5-2221-1;22;3;2226.T0.5-2221-1.7.R;15:06:00;15:30:00;24;0;0
3108;20210715;4-20-s21-1;20;3;2029.T0.4-20-s21-1.16.H;15:46:00;15:49:00;3;16;2
3109;20210715;4-21-s21-1;21;3;2.T0.4-21-s21-1.8.H;16:10:00;16:14:00;4;13;1
3110;20210715;4-20-s21-1;20;3;2036.T0.4-20-s21-1.19.R;16:43:00;16:55:00;12;18;1
3111;20210715;4-21-s21-1;21;3;8.T0.4-21-s21-1.5.R;17:07:00;17:10:00;3;2;0
3112;20210715;4-18-s21-1;18;3;11.T0.4-18-s21-1.6.H;17:18:00;17:22:00;4;8;2
3115;20210716;4-3-s21-1;3;3;30.T0.4-3-s21-1.10.H;13:11:00;13:19:00;8;28;0
3116;20210716;4-3-s21-1;3;3;10.T0.4-3-s21-1.7.R;13:24:00;13:27:00;3;11;0
3117;20210716;4-3-s21-1;3;3;1327.T0.4-3-s21-1.12.H;13:42:00;13:50:00;8;42;1
3118;20210716;4-3-s21-1;3;3;11.T0.4-3-s21-1.7.R;14:04:00;14:09:00;5;1;0
3119;20210716;4-3-s21-1;3;3;1329.T0.4-3-s21-1.10.H;14:20:00;14:43:00;23;7;1
3120;20210716;4-3-s21-1;3;3;12.T0.4-3-s21-1.7.R;14:45:00;15:09:00;24;14;1
3121;20210716;4-3-s21-1;3;3;1331.T0.4-3-s21-1.10.H;15:20:00;15:25:00;5;7;1
3122;20210716;4-3-s21-1;3;3;23.T0.4-3-s21-1.7.R;16:04:00;16:18:00;14;9;0
3123;20210719;4-44-s21-1;44;3;40.T0.4-44-s21-1.8.H;08:35:00;09:00:00;25;2;1
3124;20210721;4-3-s21-1;3;3;15.T0.4-3-s21-1.10.H;06:05:00;06:12:00;7;3;1
3125;20210721;4-3-s21-1;3;3;5.T0.4-3-s21-1.7.R;06:14:00;06:22:00;8;2;0
3126;20210721;77-7-j21-1;7;3;5.T0.77-7-j21-1.20.H;06:35:00;06:51:00;16;14;0
3127;20210721;77-7-j21-1;7;3;20.T0.77-7-j21-1.47.R;06:52:00;06:53:00;1;32;0
3128;20210721;77-7-j21-1;7;3;1.T0.77-7-j21-1.1.H;07:00:00;07:12:00;12;42;3
3129;20210721;4-44-s21-1;44;3;49.T0.4-44-s21-1.8.H;17:39:00;17:44:00;5;22;1
3130;20210721;4-43-s21-1;43;3;5360.T0.4-43-s21-1.11.R;17:51:00;18:00:00;9;12;1
3131;20210721;4-44-s21-1;44;3;6.T0.4-44-s21-1.2.H;18:05:00;18:11:00;6;10;0
3132;20210722;4-17-s21-1;17;3;86.T0.4-17-s21-1.11.R;12:25:00;12:44:00;19;22;1
3133;20210722;4-15-s21-1;15;3;53.T0.4-15-s21-1.2.H;12:53:00;13:06:00;13;21;0
3134;20210722;4-18-s21-1;18;3;20.T0.4-18-s21-1.5.R;13:08:00;13:28:00;20;12;0
3135;20210722;4-18-s21-1;18;3;7.T0.4-18-s21-1.6.H;13:36:00;13:43:00;7;6;1
3136;20210722;4-18-s21-1;18;3;21.T0.4-18-s21-1.5.R;14:28:00;14:43:00;15;19;0
3137;20210722;4-17-s21-1;17;3;63.T0.4-17-s21-1.8.H;15:07:00;15:10:00;3;13;1
3138;20210722;4-15-s21-1;15;3;96.T0.4-15-s21-1.11.R;15:26:00;15:30:00;4;16;0
3139;20210722;4-18-s21-1;18;3;22.T0.4-18-s21-1.5.R;15:38:00;15:46:00;8;23;1
3140;20210722;4-43-s21-1;43;3;5352.T0.4-43-s21-1.11.R;15:56:00;15:58:00;2;5;0
3141;20210726;4-15-s21-1;15;3;45.T0.4-15-s21-1.12.H;05:27:00;05:41:00;14;12;1
3142;20210726;4-18-s21-1;18;3;29.T0.4-18-s21-1.3.R;05:49:00;06:05:00;16;9;0
3143;20210726;4-21-s21-1;21;3;2102.T0.4-21-s21-1.5.R;06:10:00;06:17:00;7;11;0
3144;20210726;4-43-s21-1;43;3;59.T0.4-43-s21-1.10.H;06:24:00;06:49:00;25;14;0
3145;20210726;4-43-s21-1;43;3;1.T0.4-43-s21-1.1.R;07:03:00;07:08:00;5;27;0
3146;20210726;4-43-s21-1;43;3;116.T0.4-43-s21-1.24.H;07:11:00;07:20:00;9;33;1
3147;20210726;4-43-s21-1;43;3;99.T0.4-43-s21-1.5.R;07:58:00;08:12:00;14;4;0
3148;20210726;4-44-s21-1;44;3;26.T0.4-44-s21-1.8.H;08:22:00;08:30:00;8;7;0
3182;20210728;4-18-s21-1;18;3;6.T0.4-18-s21-1.6.H;12:14:00;12:20:00;6;26;0
3183;20210728;4-18-s21-1;18;3;19.T0.4-18-s21-1.5.R;12:43:00;12:51:00;8;14;0
3184;20210728;4-17-s21-1;17;3;55.T0.4-17-s21-1.4.H;13:04:00;13:12:00;8;19;1
3185;20210728;4-18-s21-1;18;3;7.T0.4-18-s21-1.6.H;13:22:00;13:27:00;5;13;0
3186;20210728;4-18-s21-1;18;3;20.T0.4-18-s21-1.5.R;13:38:00;13:48:00;10;16;0
3187;20210728;4-17-s21-1;17;3;59.T0.4-17-s21-1.4.H;14:01:00;14:14:00;13;15;0
3188;20210728;4-15-s21-1;15;3;92.T0.4-15-s21-1.11.R;14:23:00;14:31:00;8;24;1
3189;20210728;4-21-s21-1;21;3;7.T0.4-21-s21-1.5.R;14:38:00;14:45:00;7;7;0
3190;20210728;4-15-s21-1;15;3;65.T0.4-15-s21-1.6.H;15:29:00;15:35:00;6;19;0
3191;20210728;4-20-s21-1;20;3;2029.T0.4-20-s21-1.16.H;15:41:00;15:47:00;6;24;0
3192;20210728;4-20-s21-1;20;3;2034.T0.4-20-s21-1.25.R;15:59:00;16:16:00;17;19;1
3208;20210803;4-18-s21-1;18;3;40.T0.4-18-s21-1.6.H;06:05:00;06:11:00;6;8;0
3209;20210803;4-21-s21-1;21;3;2102.T0.4-21-s21-1.5.R;06:14:00;06:17:00;3;0;0
3210;20210803;4-15-s21-1;15;3;41.T0.4-15-s21-1.8.H;06:27:00;06:35:00;8;12;1
3211;20210803;4-21-s21-1;21;3;11.T0.4-21-s21-1.2.H;06:44:00;06:52:00;8;24;1
3212;20210803;4-20-s21-1;20;3;2006.T0.4-20-s21-1.21.R;06:59:00;07:08:00;9;10;1
3213;20210803;4-17-s21-1;17;3;150.T0.4-17-s21-1.3.R;07:18:00;07:25:00;7;5;1
3214;20210803;4-20-s21-1;20;3;2011.T0.4-20-s21-1.16.H;07:30:00;08:14:00;44;6;1
3215;20210803;4-20-s21-1;20;3;2020.T0.4-20-s21-1.19.R;08:20:00;08:59:00;39;16;0
3216;20210803;4-17-s21-1;17;3;21.T0.4-17-s21-1.11.R;09:05:00;09:12:00;7;9;1
3217;20210804;4-17-s21-1;17;3;55.T0.4-17-s21-1.4.H;13:00:00;13:04:00;4;3;0
3218;20210804;4-20-s21-1;20;3;2025.T0.4-20-s21-1.16.H;13:34:00;14:14:00;40;15;0
3219;20210804;4-17-s21-1;17;3;94.T0.4-17-s21-1.11.R;14:24:00;14:46:00;22;6;0
3220;20210804;4-15-s21-1;15;3;61.T0.4-15-s21-1.6.H;14:51:00;15:20:00;29;14;1
3221;20210804;4-20-s21-1;20;3;2034.T0.4-20-s21-1.25.R;15:35:00;15:50:00;15;8;0
3222;20210804;4-20-s21-1;20;3;2029.T0.4-20-s21-1.16.H;15:56:00;16:14:00;18;5;0
3223;20210804;4-20-s21-1;20;3;2036.T0.4-20-s21-1.19.R;16:20:00;16:43:00;23;4;1
3224;20210804;4-20-s21-1;20;3;2033.T0.4-20-s21-1.16.H;16:53:00;17:14:00;21;10;0
3225;20210804;4-20-s21-1;20;3;2040.T0.4-20-s21-1.19.R;17:20:00;17:54:00;34;10;0
3226;20210804;4-17-s21-1;17;3;106.T0.4-17-s21-1.11.R;18:00:00;18:05:00;5;7;1
3239;20210805;5-2221-1;22;3;2223.T0.5-2221-1.4.H;13:00:00;13:47:00;47;22;0
3240;20210805;5-2221-1;22;3;2224.T0.5-2221-1.7.R;14:06:00;14:27:00;21;21;1
3241;20210805;4-21-s21-1;21;3;7.T0.4-21-s21-1.5.R;14:27:00;14:37:00;10;5;0
3242;20210805;4-18-s21-1;18;3;21.T0.4-18-s21-1.5.R;14:43:00;14:51:00;8;15;1
3243;20210805;5-2221-1;22;3;2227.T0.5-2221-1.4.H;15:04:00;15:47:00;43;14;2
3244;20210805;5-2221-1;22;3;2228.T0.5-2221-1.7.R;16:06:00;16:23:00;17;14;0
3245;20210805;4-20-s21-1;20;3;3.T0.4-20-s21-1.16.H;16:33:00;16:34:00;1;4;0
3246;20210805;4-20-s21-1;20;3;2036.T0.4-20-s21-1.19.R;16:42:00;16:57:00;15;7;0
3247;20210805;4-17-s21-1;17;3;102.T0.4-17-s21-1.17.R;17:03:00;17:08:00;5;21;1
3248;20210805;4-15-s21-1;15;3;3.T0.4-15-s21-1.2.H;17:29:00;17:37:00;8;13;0
3249;20210805;4-18-s21-1;18;3;24.T0.4-18-s21-1.5.R;17:43:00;17:51:00;8;15;1
3315;20210815;4-15-s21-1;15;3;269.T3.4-15-s21-1.13.R;11:44:00;12:13:00;29;11;1
3316;20210815;4-43-s21-1;43;3;28.T3.4-43-s21-1.6.H;12:28:00;12:31:00;3;20;0
3317;20210815;4-44-s21-1;44;3;60.T3.4-44-s21-1.7.R;12:36:00;12:41:00;5;12;0
3318;20210815;4-15-s21-1;15;3;270.T3.4-15-s21-1.13.R;13:05:00;13:17:00;12;11;0
3319;20210815;4-43-s21-1;43;3;29.T3.4-43-s21-1.13.H;13:22:00;13:44:00;22;12;0
3320;20210815;4-43-s21-1;43;3;45.T3.4-43-s21-1.25.R;13:53:00;14:11:00;18;24;0
3321;20210815;4-15-s21-1;15;3;13.T3.4-15-s21-1.10.H;14:27:00;14:35:00;8;5;0
3326;20210816;4-701-s21-1;1;3;58.T0.4-701-s21-1.6.H;12:25:00;12:34:00;9;1;0
3327;20210816;4-701-s21-1;1;3;18.T0.4-701-s21-1.1.R;12:34:00;12:56:00;22;5;1
3328;20210816;4-3-s21-1;3;3;10.T0.4-3-s21-1.7.R;13:29:00;13:33:00;4;4;0
3329;20210816;4-5-s21-1;5;3;49.T0.4-5-s21-1.6.H;13:38:00;14:05:00;27;0;0
3330;20210816;4-5-s21-1;5;3;14.T0.4-5-s21-1.7.R;14:10:00;14:38:00;28;5;0
3331;20210816;4-701-s21-1;1;3;61.T0.4-701-s21-1.8.H;14:47:00;14:52:00;5;5;0
3332;20210816;4-5-s21-1;5;3;50.T0.4-5-s21-1.6.H;15:00:00;15:22:00;22;3;0
3333;20210816;4-5-s21-1;5;3;16.T0.4-5-s21-1.3.R;15:23:00;15:39:00;16;1;0
3334;20210816;4-5-s21-1;5;3;51.T0.4-5-s21-1.4.H;15:47:00;16:07:00;20;6;0
3335;20210816;4-5-s21-1;5;3;17.T0.4-5-s21-1.1.R;16:08:00;16:38:00;30;4;0
3336;20210817;4-17-s21-1;17;3;51.T0.4-17-s21-1.8.H;11:55:00;11:59:00;4;0;0
3337;20210817;4-18-s21-1;18;3;6.T0.4-18-s21-1.6.H;12:14:00;12:27:00;13;16;0
3338;20210817;4-18-s21-1;18;3;19.T0.4-18-s21-1.5.R;12:38:00;12:44:00;6;16;0
3339;20210817;4-20-s21-1;20;3;2028.T0.4-20-s21-1.19.R;12:55:00;13:02:00;7;11;0
3340;20210817;4-21-s21-1;21;3;1.T0.4-21-s21-1.8.H;13:22:00;13:31:00;9;7;0
3341;20210817;4-18-s21-1;18;3;20.T0.4-18-s21-1.5.R;13:43:00;13:48:00;5;16;0
3342;20210817;4-17-s21-1;17;3;59.T0.4-17-s21-1.4.H;14:01:00;14:03:00;2;4;0
3343;20210817;4-18-s21-1;18;3;8.T0.4-18-s21-1.6.H;14:18:00;14:22:00;4;18;0
3344;20210817;4-15-s21-1;15;3;92.T0.4-15-s21-1.11.R;14:30:00;14:40:00;10;15;1
3345;20210817;4-17-s21-1;17;3;63.T0.4-17-s21-1.8.H;14:59:00;15:01:00;2;0;0
3346;20210817;4-20-s21-1;20;3;2032.T0.4-20-s21-1.19.R;14:59:00;15:02:00;3;8;0
3347;20210817;4-18-s21-1;18;3;9.T0.4-18-s21-1.6.H;15:14:00;15:22:00;8;15;1
3348;20210817;4-15-s21-1;15;3;96.T0.4-15-s21-1.11.R;15:30:00;15:33:00;3;16;0
3349;20210817;4-18-s21-1;18;3;22.T0.4-18-s21-1.5.R;15:41:00;15:50:00;9;16;0
3398;20210818;4-18-s21-1;18;3;40.T0.4-18-s21-1.6.H;06:05:00;06:17:00;12;6;0
3399;20210818;4-21-s21-1;21;3;11.T0.4-21-s21-1.2.H;06:42:00;06:52:00;10;34;1
3400;20210818;4-20-s21-1;20;3;2006.T0.4-20-s21-1.21.R;06:59:00;07:06:00;7;8;0
3401;20210818;4-18-s21-1;18;3;30.T0.4-18-s21-1.3.R;07:18:00;07:20:00;2;3;0
3402;20210818;4-43-s21-1;43;3;119.T0.4-43-s21-1.4.H;07:27:00;07:43:00;16;12;1
3403;20210819;4-18-s21-1;18;3;6.T0.4-18-s21-1.6.H;12:10:00;12:14:00;4;0;0
3404;20210819;4-15-s21-1;15;3;53.T0.4-15-s21-1.2.H;12:29:00;12:37:00;8;16;0
3405;20210819;4-18-s21-1;18;3;19.T0.4-18-s21-1.5.R;12:43:00;12:48:00;5;17;1
3406;20210819;4-17-s21-1;17;3;55.T0.4-17-s21-1.4.H;13:06:00;13:16:00;10;11;0
3407;20210819;4-15-s21-1;15;3;88.T0.4-15-s21-1.15.R;13:26:00;13:30:00;4;13;0
3408;20210819;4-15-s21-1;15;3;57.T0.4-15-s21-1.2.H;13:37:00;13:41:00;4;19;0
3409;20210819;4-17-s21-1;17;3;90.T0.4-17-s21-1.11.R;13:56:00;13:57:00;1;1;1
3410;20210819;4-15-s21-1;15;3;92.T0.4-15-s21-1.11.R;14:26:00;14:33:00;7;14;1
3411;20210819;4-44-s21-1;44;3;46.T0.4-44-s21-1.2.H;14:44:00;14:51:00;7;13;0
3412;20210819;4-44-s21-1;44;3;82.T0.4-44-s21-1.9.R;14:59:00;15:07:00;8;9;0
3413;20210819;4-44-s21-1;44;3;4.T0.4-44-s21-1.8.H;15:12:00;15:22:00;10;13;0
3414;20210819;4-44-s21-1;44;3;9.T0.4-44-s21-1.9.R;15:27:00;15:36:00;9;14;0
3415;20210819;4-15-s21-1;15;3;96.T0.4-15-s21-1.11.R;15:33:00;15:35:00;2;14;0
3416;20210819;4-18-s21-1;18;3;27.T0.4-18-s21-1.4.H;15:46:00;15:52:00;6;4;0
3417;20210819;4-21-s21-1;21;3;2.T0.4-21-s21-1.8.H;16:01:00;16:13:00;12;10;0
3418;20210819;5-2221-1;22;3;2228.T0.5-2221-1.7.R;16:24:00;16:50:00;26;32;3
3427;20210825;4-44-s21-1;44;3;77.T0.4-44-s21-1.9.R;12:31:00;12:43:00;12;23;0
3428;20210825;4-17-s21-1;17;3;55.T0.4-17-s21-1.4.H;13:04:00;13:10:00;6;13;0
3429;20210825;4-18-s21-1;18;3;7.T0.4-18-s21-1.6.H;13:20:00;13:27:00;7;14;0
3430;20210825;4-18-s21-1;18;3;20.T0.4-18-s21-1.5.R;13:38:00;13:41:00;3;11;0
3431;20210825;4-18-s21-1;18;3;20.T0.4-18-s21-1.5.R;13:41:00;13:44:00;3;0;0
3432;20210825;4-20-s21-1;20;3;2030.T0.4-20-s21-1.19.R;13:54:00;13:55:00;1;0;0
3433;20210825;4-17-s21-1;17;3;59.T0.4-17-s21-1.4.H;14:05:00;14:07:00;2;6;0
3434;20210825;4-15-s21-1;15;3;92.T0.4-15-s21-1.11.R;14:30:00;14:38:00;8;18;0
3435;20210827;4-43-s21-1;43;3;59.T0.4-43-s21-1.10.H;06:20:00;06:29:00;9;15;0
3436;20210827;4-44-s21-1;44;3;92.T0.4-44-s21-1.9.R;06:36:00;06:37:00;1;6;0
3437;20210827;4-43-s21-1;43;3;116.T0.4-43-s21-1.24.H;06:42:00;07:06:00;24;9;0
3438;20210827;4-44-s21-1;44;3;67.T0.4-44-s21-1.9.R;07:16:00;07:30:00;14;11;0
3439;20210827;4-43-s21-1;43;3;119.T0.4-43-s21-1.4.H;07:35:00;07:37:00;2;9;0
3440;20210827;4-43-s21-1;43;3;3.T0.4-43-s21-1.1.R;07:42:00;07:56:00;14;10;1
3441;20210827;4-17-s21-1;17;3;39.T0.4-17-s21-1.4.H;07:59:00;08:03:00;4;2;0
3442;20210827;4-44-s21-1;44;3;26.T0.4-44-s21-1.8.H;08:14:00;08:23:00;9;4;0
3443;20210827;4-44-s21-1;44;3;69.T0.4-44-s21-1.9.R;08:27:00;08:30:00;3;12;0
3444;20210827;4-43-s21-1;43;3;9.T0.4-43-s21-1.14.H;08:35:00;08:37:00;2;9;0
3445;20210827;4-43-s21-1;43;3;5324.T0.4-43-s21-1.1.R;08:42:00;08:45:00;3;3;0
3446;20210827;4-44-s21-1;44;3;40.T0.4-44-s21-1.8.H;08:50:00;08:53:00;3;7;0
3447;20210827;4-44-s21-1;44;3;70.T0.4-44-s21-1.9.R;08:57:00;09:11:00;14;6;0
3448;20210827;4-18-s21-1;18;3;2.T0.4-18-s21-1.6.H;09:14:00;09:22:00;8;5;0
3449;20210827;4-15-s21-1;15;3;23.T0.4-15-s21-1.11.R;09:30:00;09:38:00;8;17;1
3450;20210830;5-2221-1;22;3;2236.T0.5-2221-1.7.R;18:07:00;18:48:00;41;12;0
3451;20210830;4-18-s21-1;18;3;25.T0.4-18-s21-1.5.R;18:51:00;18:53:00;2;1;0
3452;20210830;5-2221-1;22;3;2235.T0.5-2221-1.4.H;19:04:00;19:11:00;7;9;1
3453;20210902;4-43-s21-1;43;3;99.T0.4-43-s21-1.5.R;08:23:00;08:28:00;5;1;1
3454;20210902;4-18-s21-1;18;3;5.T0.4-18-s21-1.5.R;08:51:00;08:53:00;2;1;0
3455;20210902;5-2221-1;22;3;2215.T0.5-2221-1.4.H;09:04:00;09:47:00;43;12;0
3456;20210902;5-2221-1;22;3;2212.T0.5-2221-1.7.R;10:07:00;10:48:00;41;15;0
3457;20210902;5-2221-1;22;3;2219.T0.5-2221-1.4.H;11:04:00;11:47:00;43;13;0
3458;20210902;5-2221-1;22;3;2216.T0.5-2221-1.7.R;12:06:00;12:52:00;46;12;4
3459;20210903;5-2221-1;22;3;2231.T0.5-2221-1.4.H;17:00:00;17:26:00;26;12;0
3460;20210903;4-20-s21-1;20;3;4.T0.4-20-s21-1.16.H;17:31:00;17:32:00;1;2;0
3461;20210903;4-20-s21-1;20;3;2040.T0.4-20-s21-1.19.R;17:44:00;17:52:00;8;9;1
3462;20210903;4-21-s21-1;21;3;4.T0.4-21-s21-1.8.H;18:01:00;18:07:00;6;1;0
3463;20210903;5-2221-1;22;3;2233.T0.5-2221-1.4.H;18:20:00;18:22:00;2;14;0
3464;20210903;5-2221-1;22;3;2236.T0.5-2221-1.7.R;18:29:00;18:48:00;19;8;0
3465;20210903;4-18-s21-1;18;3;25.T0.4-18-s21-1.5.R;18:51:00;18:53:00;2;0;0
